Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,sum formula,C,H,K,N,Na,O,S
781.531258,265.64,6143140,781.531888,0.63,0.805,C56 H70 Na O   ,56,70,0,0,1,1,0
781.6545,-1000.0,1283266,781.655196,0.697,0.891,C47 H89 O8     ,47,89,0,0,0,8,0
782.185612,474.24,1621318,782.186303,0.692,0.885,C57 H24 N3 O2  ,57,24,0,3,0,2,0
782.190126,254.75,7372103,782.189675,-0.451,-0.577,C54 H28 N3 O2 S,54,28,0,3,0,2,1
783.024031,-1000.0,1097237,783.024639,0.608,0.777,C32 H19 N2 O20 S,32,19,0,2,0,20,1
783.170043,161.95,1091130,783.170319,0.276,0.353,C57 H23 N2 O3  ,57,23,0,2,0,3,0
783.183945,274.12,1154621,783.183321,-0.624,-0.797,C56 H28 K N2 O ,56,28,1,2,0,1,0
783.18716,153.9,5013054,783.186693,-0.467,-0.597,C53 H32 K N2 O S,53,32,1,2,0,1,1
783.492261,347.71,1552010,783.491777,-0.484,-0.617,C52 H67 N2 O2 S,52,67,0,2,0,2,1
783.572418,262.8,1334942,783.572038,-0.38,-0.485,C50 H80 Na O3 S,50,80,0,0,1,3,1
783.577562,128.15,4284063,783.576946,-0.617,-0.787,C48 H79 O8     ,48,79,0,0,0,8,0
784.18347,-1000.0,1122102,784.184292,0.822,1.048,C51 H27 N3 Na O5,51,27,0,3,1,5,0
784.186693,-1000.0,2326327,784.186697,0.004,0.005,C53 H26 N3 O5  ,53,26,0,3,0,5,0
784.50673,518.64,1564550,784.506401,-0.329,-0.42,C54 H67 N Na O2,54,67,0,1,1,2,0
784.545733,162.13,3391376,784.545192,-0.541,-0.69,C57 H70 N O    ,57,70,0,1,0,1,0
785.423668,332.97,1126507,785.423423,-0.246,-0.313,C51 H61 O5 S   ,51,61,0,0,0,5,1
785.426279,141.76,6471788,785.425925,-0.355,-0.451,C47 H61 O10    ,47,61,0,0,0,10,0
785.432367,132.71,4841581,785.432902,0.535,0.681,C56 H58 Na O2  ,56,58,0,0,1,2,0
785.564375,326.73,1104014,785.564942,0.567,0.722,C50 H77 N2 O3 S,50,77,0,2,0,3,1
785.663676,-1000.0,1097895,785.662865,-0.811,-1.032,C54 H89 O S    ,54,89,0,0,0,1,1
786.471159,380.12,2146673,786.470313,-0.845,-1.075,C55 H64 N O S  ,55,64,0,1,0,1,1
786.474088,53.97,12190066,786.473781,-0.307,-0.391,C46 H69 N Na O6 S,46,69,0,1,1,6,1
786.518117,320.27,2638205,786.518028,-0.088,-0.112,C49 H69 N3 Na O4,49,69,0,3,1,4,0
786.527716,431.25,1134975,786.527828,0.113,0.143,C53 H72 N O2 S ,53,72,0,1,0,2,1
786.53328,499.61,2015617,786.533285,0.005,0.006,C53 H69 N3 Na O,53,69,0,3,1,1,0
786.536209,107.04,8651137,786.53569,-0.519,-0.659,C55 H68 N3 O   ,55,68,0,3,0,1,0
786.603789,58.96,2363794,786.603101,-0.688,-0.875,C51 H80 N O5   ,51,80,0,1,0,5,0
787.082018,-1000.0,1090058,787.082195,0.177,0.224,C50 H20 Na O7 S,50,20,0,0,1,7,1
787.463085,398.71,1639018,787.463157,0.072,0.091,C52 H64 N2 Na O S,52,64,0,2,1,1,1
788.582771,480.58,1246083,788.582366,-0.406,-0.514,C50 H78 N O6   ,50,78,0,1,0,6,0
789.231808,-1000.0,1082407,789.231874,0.066,0.083,C53 H33 N4 O2 S,53,33,0,4,0,2,1
789.444902,135.11,1131612,789.444827,-0.075,-0.095,C53 H61 N2 O2 S,53,61,0,2,0,2,1
789.448825,76.53,2122846,789.448946,0.121,0.153,C52 H62 Na O5  ,52,62,0,0,1,5,0
789.536534,247.53,2110580,789.537125,0.59,0.748,C55 H74 K O    ,55,74,1,0,0,1,0
790.559223,255.26,1156470,790.559128,-0.095,-0.12,C53 H76 N O2 S ,53,76,0,1,0,2,1
790.562139,151.29,6538615,790.56163,-0.508,-0.643,C49 H76 N O7   ,49,76,0,1,0,7,0
790.591335,602.74,2528638,790.592142,0.808,1.022,C57 H76 N O    ,57,76,0,1,0,1,0
790.599065,453.08,1525120,790.598981,-0.084,-0.106,C45 H85 N Na O6 S,45,85,0,1,1,6,1
791.161256,160.42,3016206,791.161765,0.51,0.644,C58 H24 Na O3  ,58,24,0,0,1,3,0
791.211349,420.61,1469978,791.21179,0.441,0.558,C60 H27 N2 O   ,60,27,0,2,0,1,0
791.498914,281.05,1435235,791.499364,0.45,0.569,C50 H67 N2 O6  ,50,67,0,2,0,6,0
791.501547,33.65,6882916,791.500981,-0.565,-0.714,C53 H68 Na O4  ,53,68,0,0,1,4,0
791.559335,-1000.0,1173106,791.558496,-0.839,-1.06,C51 H76 Na O5  ,51,76,0,0,1,5,0
792.21092,428.6,1144599,792.21041,-0.51,-0.644,C56 H30 N3 O S ,56,30,0,3,0,1,1
792.585283,-1000.0,2238326,792.586012,0.729,0.92,C52 H78 N3 O S ,52,78,0,3,0,1,1
792.605441,575.56,11405179,792.605387,-0.054,-0.068,C55 H79 N Na O ,55,79,0,1,1,1,0
792.60834,50.55,93915000,792.607793,-0.547,-0.691,C57 H78 N O    ,57,78,0,1,0,1,0
792.79473,-1000.0,1124267,792.795593,0.863,1.089,C55 H102 N O   ,55,102,0,1,0,1,0
793.528942,480.26,1431653,793.528282,-0.66,-0.832,C45 H77 O9 S   ,45,77,0,0,0,9,1
793.769781,-1000.0,1159330,793.769061,-0.72,-0.906,C49 H101 N4 O S,49,101,0,4,0,1,1
794.195321,328.82,1095950,794.195548,0.227,0.286,C48 H32 N3 O7 S,48,32,0,3,0,7,1
794.666287,571.24,1073542,794.665701,-0.586,-0.737,C51 H88 N O5   ,51,88,0,1,0,5,0
794.705393,-1000.0,1255824,794.705458,0.066,0.082,C49 H96 N O4 S ,49,96,0,1,0,4,1
795.206288,348.11,3287567,795.206705,0.416,0.523,C59 H27 N2 O2  ,59,27,0,2,0,2,0
795.525714,495.53,1362528,795.525757,0.043,0.054,C52 H72 N2 Na O S,52,72,0,2,1,1,1
795.544182,370.01,6146661,795.543515,-0.667,-0.838,C52 H72 N2 Na O3,52,72,0,2,1,3,0
795.546962,111.94,46991972,795.547538,0.576,0.723,C57 H72 Na O   ,57,72,0,0,1,1,0
795.560318,510.57,2308713,795.560525,0.207,0.26,C50 H75 N4 O2 S,50,75,0,4,0,2,1
795.649861,505.27,1153663,795.649717,-0.144,-0.181,C51 H87 O6     ,51,87,0,0,0,6,0
796.062189,-1000.0,2407144,796.061552,-0.637,-0.8,C51 H19 K N O5 S,51,19,1,1,0,5,1
796.205719,358.86,1360653,796.205325,-0.394,-0.495,C55 H30 N3 O2 S,55,30,0,3,0,2,1
797.491002,419.22,1449044,797.490417,-0.586,-0.734,C55 H66 Na O3  ,55,66,0,0,1,3,0
797.593033,220.65,1166446,797.592596,-0.437,-0.548,C49 H81 O8     ,49,81,0,0,0,8,0
797.6663,354.51,1283200,797.666704,0.405,0.507,C52 H85 N4 O2  ,52,85,0,4,0,2,0
798.522534,204.59,7228762,798.522051,-0.482,-0.604,C55 H69 N Na O2,55,69,0,1,1,2,0
798.591884,397.61,1684844,798.591216,-0.668,-0.836,C45 H84 N O8 S ,45,84,0,1,0,8,1
798.597052,-1000.0,1166701,798.596576,-0.475,-0.595,C51 H80 N3 O2 S,51,80,0,3,0,2,1
799.681559,-1000.0,1263233,799.681017,-0.542,-0.678,C51 H91 O6     ,51,91,0,0,0,6,0
799.977328,-1000.0,1251020,799.976662,-0.666,-0.832,C36 H11 N Na O20,36,11,0,1,1,20,0
800.439575,518.28,1076034,800.439778,0.203,0.254,C51 H59 N3 Na O4,51,59,0,3,1,4,0
800.509142,335.07,1218388,800.509595,0.453,0.566,C49 H70 N O8   ,49,70,0,1,0,8,0
800.540842,734.41,3141468,800.540107,-0.735,-0.918,C57 H70 N O2   ,57,70,0,1,0,2,0
801.421404,-1000.0,1273916,801.421444,0.039,0.049,C52 H62 K N2 O S,52,62,1,2,0,1,1
801.500068,-1000.0,1431632,801.500587,0.52,0.648,C58 H66 Na O   ,58,66,0,0,1,1,0
801.522593,605.57,2256982,801.521717,-0.876,-1.093,C55 H70 Na O3  ,55,70,0,0,1,3,0
801.639845,167.38,1527924,801.64049,0.644,0.804,C54 H81 N4 O   ,54,81,0,4,0,1,0
802.585843,88.63,5747045,802.585714,-0.128,-0.16,C51 H77 N3 Na O3,51,77,0,3,1,3,0
802.593107,417.14,1808742,802.593108,0.002,0.002,C53 H81 N Na O S,53,81,0,1,1,1,1
802.598891,604.08,1304936,802.598016,-0.875,-1.09,C51 H80 N O6   ,51,80,0,1,0,6,0
803.543283,282.77,6656600,803.543144,-0.139,-0.173,C54 H75 O3 S   ,54,75,0,0,0,3,1
803.546126,54.08,43848280,803.545646,-0.48,-0.597,C50 H75 O8     ,50,75,0,0,0,8,0
803.558133,512.35,1456732,803.558496,0.363,0.452,C52 H76 Na O5  ,52,76,0,0,1,5,0
805.175875,453.12,1080311,805.175798,-0.077,-0.095,C56 H25 N2 O5  ,56,25,0,2,0,5,0
805.5052,446.28,1455179,805.505118,-0.081,-0.101,C53 H65 N4 O3  ,53,65,0,4,0,3,0
805.610989,241.44,1191014,805.610532,-0.457,-0.568,C53 H82 Na O4  ,53,82,0,0,1,4,0
805.902145,-1000.0,1058991,805.902571,0.427,0.529,C26 H9 N Na O26 S,26,9,0,1,1,26,1
806.51086,41.04,14226762,806.510263,-0.596,-0.739,C50 H68 N3 O6  ,50,68,0,3,0,6,0
806.551597,128.5,12784980,806.551637,0.04,0.05,C51 H77 N Na O3 S,51,77,0,1,1,3,1
806.624067,557.97,1430887,806.623443,-0.624,-0.774,C58 H80 N O    ,58,80,0,1,0,1,0
807.05321,189.1,10032596,807.053397,0.187,0.232,C48 H16 Na O12 ,48,16,0,0,1,12,0
807.171062,709.96,1121778,807.171936,0.874,1.082,C62 H24 Na O   ,62,24,0,0,1,1,0
807.511349,400.78,1766984,807.511152,-0.196,-0.243,C57 H68 Na O2  ,57,68,0,0,1,2,0
807.525628,540.72,1992267,807.524791,-0.837,-1.036,C58 H67 N2 O   ,58,67,0,2,0,1,0
807.541611,604.11,1535568,807.541898,0.287,0.356,C50 H71 N4 O5  ,50,71,0,4,0,5,0
807.551212,529.28,1508946,807.550909,-0.303,-0.375,C55 H76 Na O S ,55,76,0,0,1,1,1
807.686722,590.04,1586804,807.686102,-0.619,-0.767,C53 H91 O5     ,53,91,0,0,0,5,0
807.715505,371.28,1377916,807.715963,0.458,0.567,C53 H95 N2 O S ,53,95,0,2,0,1,1
808.68212,540.97,1396592,808.681351,-0.769,-0.951,C52 H90 N O5   ,52,90,0,1,0,5,0
808.711976,378.74,1111928,808.711212,-0.764,-0.944,C52 H94 N3 O S ,52,94,0,3,0,1,1
808.715312,344.22,1148793,808.715331,0.019,0.024,C51 H95 N Na O4,51,95,0,1,1,4,0
808.71852,94.94,4421498,808.717737,-0.784,-0.969,C53 H94 N O4   ,53,94,0,1,0,4,0
809.171683,104.67,5330924,809.17233,0.648,0.8,C58 H26 Na O4  ,58,26,0,0,1,4,0
809.195362,223.47,1122290,809.195865,0.503,0.622,C57 H29 O6     ,57,29,0,0,0,6,0
809.448089,106.71,11442226,809.447507,-0.583,-0.72,C54 H62 N2 Na O S,54,62,0,2,1,1,1
809.52623,532.6,1308742,809.526802,0.572,0.707,C57 H70 Na O2  ,57,70,0,0,1,2,0
809.540966,348.78,2254922,809.540441,-0.525,-0.648,C58 H69 N2 O   ,58,69,0,2,0,1,0
809.562818,121.59,2967631,809.563188,0.37,0.457,C58 H74 Na O   ,58,74,0,0,1,1,0
809.630163,452.5,1339488,809.630319,0.155,0.192,C52 H81 N4 O3  ,52,81,0,4,0,3,0
809.666717,410.58,1417321,809.666704,-0.012,-0.015,C53 H85 N4 O2  ,53,85,0,4,0,2,0
809.693982,272.8,1738864,809.693626,-0.357,-0.44,C55 H94 K O    ,55,94,1,0,0,1,0
810.089577,-1000.0,2275540,810.088796,-0.78,-0.963,C41 H25 N Na O14 S,41,25,0,1,1,14,1
810.192608,-1000.0,1272046,810.19208,-0.528,-0.652,C51 H33 N Na O6 S,51,33,0,1,1,6,1
811.508515,-1000.0,1817146,811.508472,-0.043,-0.053,C58 H67 O3     ,58,67,0,0,0,3,0
811.521278,526.96,2693694,811.521475,0.197,0.243,C57 H72 K O    ,57,72,1,0,0,1,0
811.645409,-1000.0,1374813,811.645969,0.56,0.69,C52 H83 N4 O3  ,52,83,0,4,0,3,0
811.682154,485.12,1245798,811.682354,0.201,0.247,C53 H87 N4 O2  ,53,87,0,4,0,2,0
812.545902,643.61,1297216,812.54598,0.078,0.096,C51 H74 N O7   ,51,74,0,1,0,7,0
812.595219,-1000.0,1266508,812.595216,-0.003,-0.004,C54 H79 N Na O3,54,79,0,1,1,3,0
813.567593,465.91,1313856,813.567719,0.125,0.154,C53 H73 N4 O3  ,53,73,0,4,0,3,0
814.56208,390.57,1477946,814.56163,-0.45,-0.553,C51 H76 N O7   ,51,76,0,1,0,7,0
814.580535,511.73,2846014,814.580258,-0.277,-0.34,C52 H80 N O4 S ,52,80,0,1,0,4,1
814.679375,-1000.0,1160535,814.679614,0.239,0.294,C51 H89 N3 Na O3,51,89,0,3,1,3,0
814.767642,115.21,1535341,814.768058,0.416,0.511,C50 H104 N O4 S,50,104,0,1,0,4,1
815.082497,-1000.0,2506172,815.082622,0.125,0.153,C54 H20 K N2 O3 S,54,20,1,2,0,3,1
815.494662,67.43,21437986,815.494457,-0.205,-0.252,C54 H68 N2 Na O S,54,68,0,2,1,1,1
815.512964,574.87,2055719,815.512215,-0.749,-0.919,C54 H68 N2 Na O3,54,68,0,2,1,3,0
815.515866,75.9,10034728,815.516238,0.372,0.456,C59 H68 Na O   ,59,68,0,0,1,1,0
815.549633,444.16,2362929,815.548752,-0.881,-1.08,C52 H76 K N2 O3,52,76,1,2,0,3,0
816.578198,516.27,1646385,816.578246,0.048,0.059,C46 H83 N Na O7 S,46,83,0,1,1,7,1
817.603708,491.67,29368368,817.603042,-0.667,-0.815,C58 H77 N2 O   ,58,77,0,2,0,1,0
817.614874,461.0,1457203,817.614055,-0.819,-1.001,C48 H90 K O5 S ,48,90,1,0,0,5,1
818.584583,418.71,5775652,818.584651,0.068,0.084,C56 H77 N Na O2,56,77,0,1,1,2,0
818.587772,80.91,44769572,818.587057,-0.715,-0.874,C58 H76 N O2   ,58,76,0,1,0,2,0
819.532937,96.3,3465742,819.532282,-0.656,-0.8,C55 H72 Na O4  ,55,72,0,0,1,4,0
819.541045,86.25,4637200,819.54056,-0.485,-0.592,C50 H75 O9     ,50,75,0,0,0,9,0
820.685226,351.98,1706794,820.684723,-0.504,-0.614,C50 H94 N O5 S ,50,94,0,1,0,5,1
820.717892,692.91,1334066,820.717737,-0.155,-0.189,C54 H94 N O4   ,54,94,0,1,0,4,0
820.741689,483.73,2241336,820.741973,0.283,0.345,C52 H99 K N3 O ,52,99,1,3,0,1,0
821.688799,417.91,1733665,821.689451,0.652,0.794,C54 H90 N2 Na O2,54,90,0,2,1,2,0
822.648107,420.4,1131787,822.648314,0.207,0.251,C52 H85 N3 Na O3,52,85,0,3,1,3,0
822.734138,154.74,2663712,822.733387,-0.751,-0.913,C54 H96 N O4   ,54,96,0,1,0,4,0
823.137156,-1000.0,1120643,823.136338,-0.817,-0.993,C54 H24 Na O8  ,54,24,0,0,1,8,0
823.556788,557.62,1433065,823.556091,-0.697,-0.846,C59 H71 N2 O   ,59,71,0,2,0,1,0
823.660679,118.25,4335106,823.659888,-0.791,-0.96,C56 H87 O4     ,56,87,0,0,0,4,0
823.681457,500.35,1555975,823.681017,-0.44,-0.534,C53 H91 O6     ,53,91,0,0,0,6,0
824.55028,481.63,1396442,824.549448,-0.832,-1.009,C43 H79 N Na O12,43,79,0,1,1,12,0
825.557763,139.09,5490638,825.558102,0.339,0.411,C58 H74 Na O2  ,58,74,0,0,1,2,0
825.595072,-1000.0,1306583,825.594488,-0.584,-0.708,C59 H78 Na O   ,59,78,0,0,1,1,0
825.645456,-1000.0,1122275,825.645025,-0.431,-0.522,C48 H89 O10    ,48,89,0,0,0,10,0
825.697723,549.22,1542128,825.698005,0.282,0.341,C54 H89 N4 O2  ,54,89,0,4,0,2,0
827.087313,-1000.0,1108286,827.086644,-0.669,-0.808,C60 H20 K O S  ,60,20,1,0,0,1,1
827.382568,-1000.0,1397125,827.381929,-0.639,-0.772,C55 H52 N2 Na O4,55,52,0,2,1,4,0
827.443092,114.98,6810003,827.443466,0.374,0.452,C58 H60 Na O3  ,58,60,0,0,1,3,0
827.489749,125.73,7743903,827.489468,-0.28,-0.339,C55 H63 N4 O3  ,55,63,0,4,0,3,0
827.537452,-1000.0,1294762,827.537367,-0.085,-0.103,C57 H72 Na O3  ,57,72,0,0,1,3,0
827.709754,204.95,1169875,827.709815,0.061,0.074,C57 H95 O S    ,57,95,0,0,0,1,1
827.713192,137.37,2288084,827.713655,0.463,0.559,C54 H91 N4 O2  ,54,91,0,4,0,2,0
828.020678,-1000.0,1206813,828.020717,0.039,0.047,C46 H15 N Na O12 S,46,15,0,1,1,12,1
829.32056,-1000.0,1174354,829.32134,0.781,0.941,C62 H41 N2 O   ,62,41,0,2,0,1,0
829.598364,646.1,2747284,829.599019,0.655,0.789,C54 H77 N4 O3  ,54,77,0,4,0,3,0
829.635068,151.27,4656029,829.635404,0.336,0.406,C55 H81 N4 O2  ,55,81,0,4,0,2,0
830.593052,736.19,1600639,830.59293,-0.122,-0.147,C52 H80 N O7   ,52,80,0,1,0,7,0
830.607635,546.77,1311875,830.608186,0.552,0.664,C56 H80 N O4   ,56,80,0,1,0,4,0
830.61737,690.64,1254533,830.617014,-0.356,-0.428,C53 H81 N3 Na O3,53,81,0,3,1,3,0
831.475453,215.43,1346895,831.474767,-0.686,-0.825,C58 H64 Na O3  ,58,64,0,0,1,3,0
831.489781,124.38,2809170,831.490175,0.394,0.473,C59 H68 K O    ,59,68,1,0,0,1,0
831.577836,597.9,1596775,831.578283,0.448,0.538,C53 H75 N4 O4  ,53,75,0,4,0,4,0
831.614071,47.0,47787376,831.614669,0.598,0.719,C54 H79 N4 O3  ,54,79,0,4,0,3,0
832.071483,187.47,3370458,832.072181,0.698,0.838,C48 H18 N O14  ,48,18,0,1,0,14,0
832.243712,205.4,13774338,832.244212,0.5,0.601,C55 H34 N3 O6  ,55,34,0,3,0,6,0
833.240116,548.12,1646314,833.239461,-0.655,-0.786,C54 H33 N4 O6  ,54,33,0,4,0,6,0
833.243318,195.07,9285355,833.243484,0.166,0.199,C59 H33 N2 O4  ,59,33,0,2,0,4,0
833.512519,543.04,1402665,833.511698,-0.821,-0.984,C52 H74 K O6   ,52,74,1,0,0,6,0
833.548998,520.26,1152818,833.548084,-0.914,-1.097,C53 H78 K O5   ,53,78,1,0,0,5,0
833.562831,151.82,3370805,833.563188,0.357,0.428,C60 H74 Na O   ,60,74,0,0,1,1,0
833.572962,421.28,1429303,833.572804,-0.158,-0.19,C56 H73 N4 O2  ,56,73,0,4,0,2,0
833.598764,61.55,41496380,833.597956,-0.808,-0.969,C58 H77 N2 O2  ,58,77,0,2,0,2,0
834.240253,224.53,5238738,834.24035,0.097,0.116,C61 H33 N Na O2,61,33,0,1,1,2,0
834.243683,283.91,1937362,834.243721,0.039,0.046,C58 H37 N Na O2 S,58,37,0,1,1,2,1
834.582944,148.76,1597473,834.582937,-0.006,-0.008,C53 H81 N Na O3 S,53,81,0,1,1,3,1
834.645756,506.43,1261615,834.64536,-0.396,-0.475,C49 H88 N O9   ,49,88,0,1,0,9,0
834.734205,648.31,5025860,834.733387,-0.818,-0.98,C55 H96 N O4   ,55,96,0,1,0,4,0
835.070695,-1000.0,1106065,835.071195,0.5,0.598,C40 H23 N2 O17 S,40,23,0,2,0,17,1
835.187725,733.34,4731052,835.18798,0.255,0.306,C60 H28 Na O4  ,60,28,0,0,1,4,0
835.240025,195.98,2785464,835.239774,-0.251,-0.301,C62 H36 K O    ,62,36,1,0,0,1,0
835.528061,113.52,17019130,835.527196,-0.865,-1.036,C55 H72 Na O5  ,55,72,0,0,1,5,0
835.718767,-1000.0,1386789,835.71874,-0.027,-0.033,C56 H91 N4 O   ,56,91,0,4,0,1,0
836.634854,506.05,8909302,836.634007,-0.847,-1.012,C59 H82 N O2   ,59,82,0,1,0,2,0
836.746656,444.87,3944975,836.746631,-0.025,-0.03,C53 H99 N Na O4,53,99,0,1,1,4,0
836.749883,38.52,31797776,836.749037,-0.846,-1.012,C55 H98 N O4   ,55,98,0,1,0,4,0
837.173254,512.13,2814576,837.173022,-0.232,-0.278,C58 H29 O5 S   ,58,29,0,0,0,5,1
837.199097,265.19,120664696,837.199511,0.414,0.494,C61 H29 N2 O S ,61,29,0,2,0,1,1
837.212133,516.81,2675321,837.211909,-0.224,-0.268,C55 H33 O9     ,55,33,0,0,0,9,0
837.224599,-1000.0,1307260,837.224663,0.064,0.077,C63 H33 O S    ,63,33,0,0,0,1,1
837.551942,570.87,7828166,837.552463,0.52,0.621,C51 H73 N4 O6  ,51,73,0,4,0,6,0
837.55827,721.49,1381063,837.558102,-0.168,-0.201,C59 H74 Na O2  ,59,74,0,0,1,2,0
837.660935,388.32,1497822,837.660282,-0.653,-0.78,C53 H89 O7     ,53,89,0,0,0,7,0
837.697633,492.36,1311463,837.698005,0.372,0.444,C55 H89 N4 O2  ,55,89,0,4,0,2,0
838.198565,242.54,61813592,838.198879,0.314,0.374,C59 H29 N Na O4,59,29,0,1,1,4,0
839.178669,327.45,4076595,839.178776,0.107,0.127,C60 H27 N2 O2 S,60,27,0,2,0,2,1
839.18212,519.83,2520116,839.182895,0.774,0.923,C59 H28 Na O5  ,59,28,0,0,1,5,0
839.19579,224.67,38941752,839.196534,0.744,0.886,C60 H27 N2 O4  ,60,27,0,2,0,4,0
839.413239,-1000.0,1144935,839.412858,-0.381,-0.454,C57 H59 O4 S   ,57,59,0,0,0,4,1
839.573472,125.57,61289612,839.573752,0.28,0.334,C59 H76 Na O2  ,59,76,0,0,1,2,0
839.586623,452.52,1721486,839.587391,0.768,0.915,C60 H75 N2 O   ,60,75,0,2,0,1,0
839.640351,25.75,11842714,839.640884,0.533,0.635,C53 H83 N4 O4  ,53,83,0,4,0,4,0
839.676546,-1000.0,1402018,839.675932,-0.615,-0.732,C53 H91 O7     ,53,91,0,0,0,7,0
840.195356,248.81,16430357,840.195806,0.45,0.536,C64 H26 N O2   ,64,26,0,1,0,2,0
840.608626,-1000.0,1189232,840.607793,-0.833,-0.991,C61 H78 N O    ,61,78,0,1,0,1,0
840.708414,-1000.0,1230214,840.707566,-0.848,-1.009,C53 H94 N O6   ,53,94,0,1,0,6,0
841.174932,264.19,1492461,841.175798,0.866,1.03,C59 H25 N2 O5  ,59,25,0,2,0,5,0
841.192264,109.51,4666865,841.192823,0.559,0.665,C63 H30 K O    ,63,30,1,0,0,1,0
841.513255,247.25,3053112,841.512512,-0.743,-0.883,C58 H69 N2 O S ,58,69,0,2,0,1,1
841.635272,565.91,1138258,841.635404,0.132,0.157,C56 H81 N4 O2  ,56,81,0,4,0,2,0
842.799387,-1000.0,2418512,842.799359,-0.028,-0.034,C52 H108 N O4 S,52,108,0,1,0,4,1
843.678631,443.01,1249294,843.677975,-0.656,-0.777,C58 H92 K O    ,58,92,1,0,0,1,0
844.225078,57.65,3692676,844.2247,-0.378,-0.448,C62 H31 N Na O2,62,31,0,1,1,2,0
844.609509,344.99,4159702,844.609546,0.037,0.044,C48 H87 N Na O7 S,48,87,0,1,1,7,1
844.640082,322.44,4815069,844.640058,-0.024,-0.028,C56 H87 N Na O S,56,87,0,1,1,1,1
845.215934,299.23,1141080,845.216343,0.409,0.483,C49 H37 N2 O10 S,49,37,0,2,0,10,1
845.530826,339.73,2189722,845.530174,-0.653,-0.772,C57 H74 Na O2 S,57,74,0,0,1,2,1
845.600102,546.51,1186217,845.599725,-0.377,-0.446,C59 H82 K O    ,59,82,1,0,0,1,0
845.635253,112.05,3905969,845.634342,-0.911,-1.078,C60 H81 N2 O   ,60,81,0,2,0,1,0
845.723499,493.27,1829315,845.722882,-0.617,-0.73,C53 H97 O7     ,53,97,0,0,0,7,0
845.725468,484.42,1571268,845.725836,0.368,0.435,C57 H94 N2 Na O,57,94,0,2,1,1,0
846.222406,-1000.0,2083373,846.222744,0.337,0.399,C59 H37 K N O S,59,37,1,1,0,1,1
846.295837,252.63,4332092,846.296248,0.411,0.486,C57 H40 N3 O5  ,57,40,0,3,0,5,0
846.570714,509.09,1360502,846.569822,-0.892,-1.053,C56 H77 K N3 O ,56,77,1,3,0,1,0
846.705038,684.36,1288850,846.705829,0.791,0.935,C52 H93 N3 Na O4,52,93,0,3,1,4,0
847.203118,-1000.0,1342202,847.203236,0.118,0.14,C65 H28 Na O   ,65,28,0,0,1,1,0
847.295356,104.11,2009870,847.29552,0.163,0.193,C61 H39 N2 O3  ,61,39,0,2,0,3,0
847.507024,171.8,1538874,847.506219,-0.805,-0.95,C56 H72 K O4   ,56,72,1,0,0,4,0
847.51495,390.67,1426235,847.514346,-0.604,-0.713,C54 H71 O8     ,54,71,0,0,0,8,0
847.540629,372.92,1190721,847.540835,0.206,0.243,C57 H71 N2 O4  ,57,71,0,2,0,4,0
847.554812,104.96,4873028,847.55544,0.628,0.741,C53 H75 N4 O3 S,53,75,0,4,0,3,1
847.564413,149.56,3300166,847.563582,-0.832,-0.981,C57 H76 Na O4  ,57,76,0,0,1,4,0
847.6087,714.23,2329423,847.608246,-0.454,-0.536,C53 H83 O8     ,53,83,0,0,0,8,0
847.614428,687.52,2923344,847.613606,-0.822,-0.97,C59 H79 N2 O2  ,59,79,0,2,0,2,0
847.702578,428.36,1385315,847.702146,-0.431,-0.509,C52 H95 O8     ,52,95,0,0,0,8,0
848.291979,-1000.0,1489885,848.292386,0.406,0.479,C63 H39 N Na O ,63,39,0,1,1,1,0
848.510146,-1000.0,1727498,848.509595,-0.551,-0.649,C53 H70 N O8   ,53,70,0,1,0,8,0
848.671238,119.7,3472427,848.670393,-0.845,-0.996,C61 H86 N O    ,61,86,0,1,0,1,0
849.532066,-1000.0,1440988,849.53295,0.884,1.041,C58 H70 N2 Na O2,58,70,0,2,1,2,0
849.588487,551.78,1686759,849.588848,0.361,0.425,C53 H77 N4 O5  ,53,77,0,4,0,5,0
849.593772,258.76,4357353,849.594488,0.716,0.843,C61 H78 Na O   ,61,78,0,0,1,1,0
849.697894,581.35,1119486,849.698005,0.111,0.13,C56 H89 N4 O2  ,56,89,0,4,0,2,0
849.719967,616.33,1654018,849.720751,0.784,0.922,C56 H94 N2 Na O2,56,94,0,2,1,2,0
850.254092,496.69,2764143,850.254044,-0.048,-0.056,C59 H41 K N O S,59,41,1,1,0,1,1
850.404649,-1000.0,1320334,850.404342,-0.307,-0.361,C64 H52 N O    ,64,52,0,1,0,1,0
850.614206,60.21,22658488,850.613272,-0.934,-1.099,C59 H80 N O3   ,59,80,0,1,0,3,0
850.765534,114.32,3481047,850.764687,-0.847,-0.995,C56 H100 N O4  ,56,100,0,1,0,4,0
851.223991,594.23,1285684,851.223536,-0.455,-0.534,C51 H35 N2 O11 ,51,35,0,2,0,11,0
851.247924,386.7,6078009,851.247524,-0.4,-0.47,C58 H35 N4 O2 S,58,35,0,4,0,2,1
851.251256,197.92,58015288,851.251643,0.387,0.455,C57 H36 N2 Na O5,57,36,0,2,1,5,0
851.486644,105.42,3149416,851.485725,-0.919,-1.08,C54 H68 Na O7  ,54,68,0,0,1,7,0
851.589056,518.06,1967741,851.588357,-0.699,-0.821,C56 H80 N2 Na O S,56,80,0,2,1,1,1
851.713297,510.81,1756822,851.713655,0.357,0.42,C56 H91 N4 O2  ,56,91,0,4,0,2,0
