Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,sum formula,C,H,K,N,Na,O,S
699.710479,-1000.0,1002069,699.710186,-0.292,-0.418,C45 H92 N2 Na O,45,92,0,2,1,1,0
700.566214,431.04,1067708,700.566322,0.108,0.154,C47 H74 N O3   ,47,74,0,1,0,3,0
700.569108,178.82,1004220,700.569693,0.585,0.836,C44 H78 N O3 S ,44,78,0,1,0,3,1
700.605692,513.67,1012416,700.606078,0.386,0.551,C45 H82 N O2 S ,45,82,0,1,0,2,1
701.466032,511.85,3408680,701.465265,-0.768,-1.094,C45 H62 N2 Na O3,45,62,0,2,1,3,0
701.475735,82.09,47104808,701.475064,-0.67,-0.956,C49 H65 O S    ,49,65,0,0,0,1,1
701.493803,55.2,2265236224,701.493788,-0.015,-0.021,C44 H70 Na O3 S,44,70,0,0,1,3,1
701.502996,392.56,132956976,701.503404,0.408,0.582,C40 H69 N4 O4 S,40,69,0,4,0,4,1
701.511946,516.11,18891566,701.511546,-0.4,-0.57,C44 H70 Na O5  ,44,70,0,0,1,5,0
701.998052,-1000.0,1071976,701.997302,-0.75,-1.068,C35 H12 N O14 S,35,12,0,1,0,14,1
702.114134,-1000.0,1026934,702.113435,-0.698,-0.994,C47 H21 N Na O3 S,47,21,0,1,1,3,1
702.398536,328.89,1039257,702.39779,-0.746,-1.062,C37 H61 K N O9 ,37,61,1,1,0,9,0
702.506944,236.77,40944552,702.506795,-0.149,-0.212,C43 H69 N Na O5,43,69,0,1,1,5,0
703.208709,161.24,1037308,703.209013,0.304,0.432,C52 H31 O S    ,52,31,0,0,0,1,1
703.210403,251.47,1663996,703.210864,0.46,0.655,C40 H35 N2 O8 S,40,35,0,2,0,8,1
703.212605,267.63,2561020,703.212853,0.248,0.353,C49 H27 N4 O2  ,49,27,0,4,0,2,0
703.368686,80.62,4908048,703.368291,-0.395,-0.562,C51 H47 N2 O   ,51,47,0,2,0,1,0
704.369828,-1000.0,1545355,704.369413,-0.415,-0.589,C43 H50 N3 O6  ,43,50,0,3,0,6,0
704.615101,-1000.0,1168553,704.614728,-0.372,-0.528,C39 H82 N3 O7  ,39,82,0,3,0,7,0
704.619,-1000.0,1590442,704.618751,-0.249,-0.353,C44 H82 N O5   ,44,82,0,1,0,5,0
705.422137,303.58,999693,705.421444,-0.694,-0.983,C44 H62 K N2 O S,44,62,1,2,0,1,1
707.165753,304.11,1238504,707.165137,-0.616,-0.872,C48 H28 Na O3 S,48,28,0,0,1,3,1
707.171113,204.22,6587881,707.171382,0.269,0.38,C47 H23 N4 O4  ,47,23,0,4,0,4,0
707.411513,-1000.0,1000967,707.411337,-0.176,-0.249,C37 H59 N2 O11 ,37,59,0,2,0,11,0
707.415185,-1000.0,1893896,707.41536,0.175,0.247,C42 H59 O9     ,42,59,0,0,0,9,0
707.493745,79.77,17810962,707.493491,-0.254,-0.359,C50 H63 N2 O   ,50,63,0,2,0,1,0
707.608513,182.59,1015328,707.608521,0.008,0.011,C46 H79 N2 O3  ,46,79,0,2,0,3,0
708.164735,305.88,1013351,708.165293,0.558,0.789,C45 H26 N O8   ,45,26,0,1,0,8,0
708.17069,359.18,2504296,708.170653,-0.037,-0.052,C51 H22 N3 O2  ,51,22,0,3,0,2,0
708.453639,360.07,1208972,708.454124,0.484,0.684,C48 H63 K N O  ,48,63,1,1,0,1,0
708.495211,100.48,3737234,708.494613,-0.598,-0.844,C42 H66 N3 O6  ,42,66,0,3,0,6,0
708.504308,209.52,1883795,708.504509,0.202,0.285,C40 H70 N O9   ,40,70,0,1,0,9,0
708.512345,167.61,1050260,708.511638,-0.707,-0.998,C46 H71 K N O2 ,46,71,1,1,0,2,0
708.514203,118.09,1287828,708.513892,-0.311,-0.438,C51 H66 N O    ,51,66,0,1,0,1,0
708.549182,417.57,1023640,708.549626,0.444,0.626,C44 H74 N3 O2 S,44,74,0,3,0,2,1
708.613311,-1000.0,1015457,708.613666,0.355,0.5,C43 H82 N O6   ,43,82,0,1,0,6,0
709.168069,-1000.0,2180840,709.167671,-0.397,-0.56,C50 H26 K N2 O ,50,26,1,2,0,1,0
709.467206,457.97,1050382,709.467395,0.19,0.268,C43 H65 O8     ,43,65,0,0,0,8,0
710.031811,-1000.0,1156952,710.031378,-0.432,-0.609,C36 H12 N3 O14 ,36,12,0,3,0,14,0
710.127037,-1000.0,1001316,710.126383,-0.654,-0.92,C51 H17 N3 Na O,51,17,0,3,1,1,0
710.56926,405.81,1064861,710.569395,0.136,0.191,C43 H77 N Na O5,43,77,0,1,1,5,0
711.09876,-1000.0,1013731,711.099165,0.405,0.569,C52 H16 Na O3  ,52,16,0,0,1,3,0
711.405194,426.81,1044491,711.405739,0.545,0.766,C49 H51 N4 O   ,49,51,0,4,0,1,0
711.569939,-1000.0,1026081,711.570421,0.482,0.678,C41 H79 N2 O5 S,41,79,0,2,0,5,1
711.57719,-1000.0,1017889,711.576946,-0.244,-0.344,C42 H79 O8     ,42,79,0,0,0,8,0
712.362693,-1000.0,1073289,712.363265,0.572,0.802,C46 H50 N O6   ,46,50,0,1,0,6,0
712.392144,-1000.0,1108109,712.391523,-0.62,-0.871,C49 H55 K N O  ,49,55,1,1,0,1,0
712.486163,-1000.0,1388698,712.485424,-0.739,-1.037,C48 H67 K N O  ,48,67,1,1,0,1,0
712.693297,-1000.0,1003701,712.692585,-0.712,-0.999,C43 H90 N3 O4  ,43,90,0,3,0,4,0
714.442701,520.15,1069472,714.442755,0.054,0.076,C45 H61 N3 Na O S,45,61,0,3,1,1,1
714.533278,98.02,1360300,714.533285,0.007,0.009,C47 H69 N3 Na O,47,69,0,3,1,1,0
715.294851,-1000.0,1028628,715.29552,0.668,0.934,C50 H39 N2 O3  ,50,39,0,2,0,3,0
715.439511,416.95,1499687,715.439073,-0.438,-0.613,C45 H63 O5 S   ,45,63,0,0,0,5,1
715.441722,148.93,3525160,715.441575,-0.147,-0.206,C41 H63 O10    ,41,63,0,0,0,10,0
716.454545,445.43,1968819,716.455034,0.489,0.683,C48 H59 N3 Na O,48,59,0,3,1,1,0
716.45754,393.5,3754675,716.45744,-0.1,-0.14,C50 H58 N3 O   ,50,58,0,3,0,1,0
716.46037,85.86,10373811,716.460811,0.441,0.616,C47 H62 N3 O S ,47,62,0,3,0,1,1
717.44806,183.24,1108796,717.447329,-0.731,-1.019,C43 H61 N2 O7  ,43,61,0,2,0,7,0
717.491317,357.87,1018691,717.491108,-0.209,-0.291,C46 H69 O4 S   ,46,69,0,0,0,4,1
717.992341,-1000.0,1039241,717.992216,-0.124,-0.173,C35 H12 N O15 S,35,12,0,1,0,15,1
718.63447,-1000.0,1244131,718.634401,-0.069,-0.095,C45 H84 N O5   ,45,84,0,1,0,5,0
719.111466,-1000.0,1016870,719.111878,0.412,0.573,C41 H23 N2 O9 S,41,23,0,2,0,9,1
719.342437,-1000.0,1000519,719.343193,0.756,1.051,C46 H52 K N2 O S,46,52,1,2,0,1,1
719.536483,592.0,1342563,719.53575,-0.733,-1.018,C45 H71 N2 O5  ,45,71,0,2,0,5,0
719.574545,445.07,1080424,719.573904,-0.64,-0.89,C46 H80 K O3   ,46,80,1,0,0,3,0
720.553426,506.4,1053940,720.553745,0.319,0.443,C44 H75 N Na O5,44,75,0,1,1,5,0
720.556236,418.57,1895669,720.556151,-0.085,-0.118,C46 H74 N O5   ,46,74,0,1,0,5,0
721.184815,-1000.0,1047887,721.185043,0.228,0.316,C39 H33 N2 O10 S,39,33,0,2,0,10,1
721.187065,-1000.0,1760592,721.187032,-0.033,-0.046,C48 H25 N4 O4  ,48,25,0,4,0,4,0
721.319641,-1000.0,1026403,721.318935,-0.706,-0.979,C51 H42 N2 Na O,51,42,0,2,1,1,0
721.50745,419.08,1207678,721.506735,-0.715,-0.991,C49 H66 N2 Na O,49,66,0,2,1,1,0
721.509609,265.98,3206527,721.509141,-0.468,-0.648,C51 H65 N2 O   ,51,65,0,2,0,1,0
721.518466,507.4,1049984,721.519037,0.571,0.792,C49 H69 O4     ,49,69,0,0,0,4,0
721.539837,416.17,1330563,721.540166,0.33,0.457,C46 H73 O6     ,46,73,0,0,0,6,0
721.556736,480.92,1052037,721.556388,-0.347,-0.481,C45 H78 Na O3 S,45,78,0,0,1,3,1
722.526594,491.26,1119763,722.527137,0.543,0.751,C50 H69 N Na O ,50,69,0,1,1,1,0
722.529542,66.63,3497492,722.529542,-0.0,-0.0,C52 H68 N O    ,52,68,0,1,0,1,0
722.556405,560.98,1024536,722.556545,0.139,0.193,C42 H76 N O8   ,42,76,0,1,0,8,0
722.571425,301.75,3149338,722.571801,0.376,0.521,C46 H76 N O5   ,46,76,0,1,0,5,0
722.986532,-1000.0,1133143,722.986499,-0.033,-0.046,C32 H12 Na O19 ,32,12,0,0,1,19,0
723.467597,227.3,1187486,723.467789,0.192,0.266,C40 H67 O11    ,40,67,0,0,0,11,0
724.472165,399.85,1105716,724.472421,0.256,0.354,C50 H62 N O3   ,50,62,0,1,0,3,0
724.581555,388.66,1797957,724.580926,-0.629,-0.868,C45 H78 N3 O2 S,45,78,0,3,0,2,1
724.587609,47.92,8605509,724.587451,-0.157,-0.217,C46 H78 N O5   ,46,78,0,1,0,5,0
725.107847,282.12,1261460,725.108442,0.596,0.822,C49 H22 K N2 O S,49,22,1,2,0,1,1
725.111458,100.1,3886997,725.110792,-0.666,-0.918,C48 H18 N2 Na O5,48,18,0,2,1,5,0
725.404975,-1000.0,1030081,725.404795,-0.179,-0.247,C45 H57 O8     ,45,57,0,0,0,8,0
725.440418,551.43,1001414,725.441181,0.762,1.051,C46 H61 O7     ,46,61,0,0,0,7,0
725.489832,-1000.0,999374,725.490417,0.585,0.806,C49 H66 Na O3  ,49,66,0,0,1,3,0
725.571502,139.13,1417178,725.571467,-0.036,-0.049,C46 H77 O6     ,46,77,0,0,0,6,0
727.387695,530.23,1200369,727.387014,-0.681,-0.936,C48 H52 N2 Na O3,48,52,0,2,1,3,0
727.3901,548.97,1161457,727.38942,-0.68,-0.935,C50 H51 N2 O3  ,50,51,0,2,0,3,0
727.462849,93.52,4272381,727.462191,-0.658,-0.905,C52 H59 N2 O   ,52,59,0,2,0,1,0
727.514513,70.59,2703621,727.514346,-0.168,-0.23,C44 H71 O8     ,44,71,0,0,0,8,0
727.600229,468.22,1184018,727.599967,-0.262,-0.36,C48 H80 Na O3  ,48,80,0,0,1,3,0
727.602782,88.33,1610002,727.602373,-0.409,-0.563,C50 H79 O3     ,50,79,0,0,0,3,0
727.621727,-1000.0,1071381,727.621097,-0.63,-0.866,C45 H84 Na O5  ,45,84,0,0,1,5,0
728.385388,175.65,1058188,728.384669,-0.719,-0.987,C49 H50 N3 O3  ,49,50,0,3,0,3,0
728.463183,-1000.0,1221017,728.463313,0.13,0.179,C44 H62 N3 O6  ,44,62,0,3,0,6,0
729.392235,370.06,1155627,729.391583,-0.652,-0.894,C46 H58 K O5   ,46,58,1,0,0,5,0
729.495055,395.25,1008187,729.494948,-0.107,-0.147,C44 H65 N4 O5  ,44,65,0,4,0,5,0
730.5071,-1000.0,1189597,730.507222,0.122,0.166,C47 H69 K N3 O ,47,69,1,3,0,1,0
731.092045,-1000.0,1001275,731.092366,0.32,0.438,C48 H20 Na O5 S,48,20,0,0,1,5,1
731.107235,-1000.0,1028926,731.107622,0.387,0.53,C52 H20 Na O2 S,52,20,0,0,1,2,1
731.334278,-1000.0,1133410,731.334214,-0.064,-0.088,C53 H47 O S    ,53,47,0,0,0,1,1
731.544118,-1000.0,1152900,731.543392,-0.726,-0.992,C39 H80 K O9   ,39,80,1,0,0,9,0
732.219895,-1000.0,1090547,732.220306,0.411,0.562,C49 H34 N O4 S ,49,34,0,1,0,4,1
732.417773,473.23,1891347,732.417586,-0.187,-0.256,C52 H55 N Na O ,52,55,0,1,1,1,0
732.420229,168.38,2241556,732.419992,-0.237,-0.324,C54 H54 N O    ,54,54,0,1,0,1,0
732.650487,292.12,1524793,732.650051,-0.436,-0.595,C46 H86 N O5   ,46,86,0,1,0,5,0
733.480723,386.47,1150147,733.480246,-0.477,-0.651,C47 H66 Na O5  ,47,66,0,0,1,5,0
733.577008,473.23,1207507,733.576552,-0.456,-0.622,C48 H77 O5     ,48,77,0,0,0,5,0
733.661189,-1000.0,1109217,733.660556,-0.632,-0.862,C49 H85 N2 O2  ,49,85,0,2,0,2,0
735.175262,384.34,1021407,735.175307,0.045,0.062,C53 H28 Na O S ,53,28,0,0,1,1,1
735.639526,394.8,1058350,735.639821,0.295,0.401,C48 H83 N2 O3  ,48,83,0,2,0,3,0
736.159949,-1000.0,1014407,736.160208,0.259,0.351,C46 H26 N O9   ,46,26,0,1,0,9,0
736.405232,-1000.0,1078961,736.405523,0.291,0.395,C42 H58 N O10  ,42,58,0,1,0,10,0
736.505167,502.32,1011394,736.504784,-0.383,-0.52,C47 H66 N3 O4  ,47,66,0,3,0,4,0
736.536311,361.15,2504391,736.535809,-0.502,-0.681,C42 H74 N O9   ,42,74,0,1,0,9,0
736.538837,424.71,1697480,736.538764,-0.073,-0.099,C46 H71 N3 Na O3,46,71,0,3,1,3,0
736.541387,418.96,2619080,736.54117,-0.217,-0.295,C48 H70 N3 O3  ,48,70,0,3,0,3,0
736.545353,27.27,8443593,736.545192,-0.161,-0.218,C53 H70 N O    ,53,70,0,1,0,1,0
736.551949,419.83,1173194,736.552031,0.082,0.111,C41 H79 N Na O6 S,41,79,0,1,1,6,1
736.554268,469.5,1197770,736.554172,-0.096,-0.131,C47 H75 K N3 O ,47,75,1,3,0,1,0
736.575331,431.21,1058510,736.575149,-0.182,-0.247,C47 H75 N3 Na O2,47,75,0,3,1,2,0
736.585218,521.07,1230544,736.585045,-0.173,-0.234,C45 H79 N Na O5,45,79,0,1,1,5,0
736.587639,274.5,1758928,736.587451,-0.188,-0.256,C47 H78 N O5   ,47,78,0,1,0,5,0
737.501383,215.77,1501038,737.50165,0.267,0.362,C49 H66 N2 Na O2,49,66,0,2,1,2,0
737.504727,66.09,4552559,737.504056,-0.671,-0.91,C51 H65 N2 O2  ,51,65,0,2,0,2,0
738.603178,-1000.0,1423407,738.603101,-0.077,-0.105,C47 H80 N O5   ,47,80,0,1,0,5,0
738.637277,-1000.0,1110069,738.637081,-0.196,-0.266,C46 H85 N Na O4,46,85,0,1,1,4,0
739.268356,515.71,1160485,739.26903,0.674,0.912,C49 H39 O7     ,49,39,0,0,0,7,0
739.269948,430.87,1536165,739.270367,0.419,0.567,C50 H35 N4 O3  ,50,35,0,4,0,3,0
739.465855,-1000.0,1026248,739.465562,-0.293,-0.396,C50 H63 N2 O S ,50,63,0,2,0,1,1
740.545816,515.83,1098122,740.54598,0.164,0.222,C45 H74 N O7   ,45,74,0,1,0,7,0
740.548654,487.72,1870218,740.548935,0.281,0.379,C49 H71 N3 Na O,49,71,0,3,1,1,0
740.590716,-1000.0,1218962,740.591193,0.477,0.644,C43 H79 N3 Na O5,43,79,0,3,1,5,0
741.266586,-1000.0,1546765,741.266922,0.336,0.454,C49 H41 O5 S   ,49,41,0,0,0,5,1
743.494673,386.22,1069992,743.494457,-0.217,-0.291,C48 H68 N2 Na O S,48,68,0,2,1,1,1
743.541119,283.25,1088432,743.540738,-0.381,-0.512,C47 H76 Na O3 S,47,76,0,0,1,3,1
743.543164,225.05,2046897,743.543144,-0.02,-0.027,C49 H75 O3 S   ,49,75,0,0,0,3,1
743.545878,103.92,5209009,743.545646,-0.232,-0.313,C45 H75 O8     ,45,75,0,0,0,8,0
744.075348,-1000.0,1125397,744.074764,-0.584,-0.784,C46 H18 N O8 S ,46,18,0,1,0,8,1
745.131707,-1000.0,1218781,745.131134,-0.574,-0.77,C55 H18 N2 Na O,55,18,0,2,1,1,0
745.380477,-1000.0,1061388,745.380624,0.147,0.198,C53 H54 K O    ,53,54,1,0,0,1,0
745.421952,-1000.0,1045780,745.422731,0.779,1.045,C50 H58 Na O4  ,50,58,0,0,1,4,0
745.470616,383.14,1342749,745.47035,-0.266,-0.357,C50 H62 N2 Na O2,50,62,0,2,1,2,0
745.51023,404.8,1559845,745.510107,-0.124,-0.166,C48 H70 N2 Na O S,48,70,0,2,1,1,1
746.562815,405.36,1052144,746.562871,0.055,0.074,C45 H77 N3 Na O2 S,45,77,0,3,1,2,1
746.565163,379.01,1801712,746.565276,0.113,0.151,C47 H76 N3 O2 S,47,76,0,3,0,2,1
746.569989,-1000.0,1081841,746.569395,-0.593,-0.795,C46 H77 N Na O5,46,77,0,1,1,5,0
747.483652,-1000.0,1367715,747.483046,-0.606,-0.811,C46 H67 O8     ,46,67,0,0,0,8,0
747.519956,123.39,1609387,747.519431,-0.525,-0.702,C47 H71 O7     ,47,71,0,0,0,7,0
748.163679,-1000.0,1085225,748.163162,-0.516,-0.69,C51 H23 N3 Na O3,51,23,0,3,1,3,0
748.51525,554.79,1169263,748.51468,-0.57,-0.761,C46 H70 N O7   ,46,70,0,1,0,7,0
748.548137,283.37,1507189,748.548564,0.427,0.57,C51 H74 N O S  ,51,74,0,1,0,1,1
748.551312,65.61,3620726,748.551066,-0.246,-0.329,C47 H74 N O6   ,47,74,0,1,0,6,0
749.128185,-1000.0,1069033,749.128454,0.269,0.359,C56 H17 N2 O2  ,56,17,0,2,0,2,0
750.35364,-1000.0,1066207,750.353763,0.123,0.164,C47 H48 N3 O6  ,47,48,0,3,0,6,0
750.59968,423.01,1982737,750.599078,-0.601,-0.801,C43 H80 N3 O7  ,43,80,0,3,0,7,0
750.603262,106.51,5759250,750.603101,-0.161,-0.214,C48 H80 N O5   ,48,80,0,1,0,5,0
750.960137,-1000.0,1247578,750.960436,0.299,0.398,C33 H12 K O19  ,33,12,1,0,0,19,0
751.493442,554.13,1819079,751.493216,-0.226,-0.301,C49 H67 O6     ,49,67,0,0,0,6,0
751.520454,82.31,23519692,751.519706,-0.748,-0.995,C52 H67 N2 O2  ,52,67,0,2,0,2,0
752.520002,360.13,1655450,752.520095,0.093,0.124,C48 H75 K N O S,48,75,1,1,0,1,1
752.540558,402.91,1194654,752.540107,-0.451,-0.6,C53 H70 N O2   ,53,70,0,1,0,2,0
752.61638,-1000.0,1741486,752.616345,-0.035,-0.046,C46 H83 N Na O5,46,83,0,1,1,5,0
752.619052,-1000.0,1966766,752.618751,-0.301,-0.4,C48 H82 N O5   ,48,82,0,1,0,5,0
753.509065,64.5,4768615,753.508866,-0.199,-0.264,C49 H69 O6     ,49,69,0,0,0,6,0
753.601785,447.35,1121146,753.602115,0.33,0.438,C40 H85 N2 O8 S,40,85,0,2,0,8,1
754.193625,-1000.0,1147894,754.192868,-0.757,-1.004,C38 H37 N Na O12 S,38,37,0,1,1,12,1
755.597432,206.08,1860895,755.597287,-0.144,-0.191,C51 H79 O4     ,51,79,0,0,0,4,0
755.697811,-1000.0,1054004,755.698398,0.587,0.777,C44 H91 N4 O5  ,44,91,0,4,0,5,0
756.472878,-1000.0,1330649,756.473484,0.606,0.802,C49 H62 N3 O4  ,49,62,0,3,0,4,0
757.027818,-1000.0,1166929,757.028003,0.184,0.243,C43 H14 K N2 O10,43,14,1,2,0,10,0
757.576971,98.63,1754823,757.576552,-0.419,-0.554,C50 H77 O5     ,50,77,0,0,0,5,0
758.224294,219.46,4605780,758.223655,-0.639,-0.843,C51 H33 N3 Na O S,51,33,0,3,1,1,1
758.554297,310.5,1890203,758.554043,-0.254,-0.335,C49 H76 N O3 S ,49,76,0,1,0,3,1
758.559123,35.35,8742812,758.559499,0.376,0.496,C49 H73 N3 Na O2,49,73,0,3,1,2,0
759.221827,344.99,1349677,759.221309,-0.518,-0.682,C52 H31 N4 O S ,52,31,0,4,0,1,1
759.224274,289.24,2369582,759.223811,-0.463,-0.61,C48 H31 N4 O6  ,48,31,0,4,0,6,0
759.733581,-1000.0,1054877,759.733721,0.141,0.185,C49 H95 N2 O3  ,49,95,0,2,0,3,0
760.221175,-1000.0,1493257,760.220677,-0.498,-0.655,C50 H31 N3 Na O4,50,31,0,3,1,4,0
760.499711,417.94,1116486,760.499424,-0.287,-0.377,C43 H70 N O10  ,43,70,0,1,0,10,0
760.681794,-1000.0,1952111,760.681351,-0.443,-0.582,C48 H90 N O5   ,48,90,0,1,0,5,0
761.391724,415.62,1260044,761.392494,0.769,1.011,C48 H54 N2 Na O5,48,54,0,2,1,5,0
761.394228,368.94,2329101,761.394899,0.671,0.881,C50 H53 N2 O5  ,50,53,0,2,0,5,0
761.396838,103.15,6728206,761.396516,-0.322,-0.423,C53 H54 Na O3  ,53,54,0,0,1,3,0
761.506925,322.3,1215014,761.507427,0.502,0.66,C50 H69 N2 O2 S,50,69,0,2,0,2,1
762.070511,-1000.0,1063588,762.069808,-0.703,-0.923,C46 H17 K N3 O7,46,17,1,3,0,7,0
762.424155,399.87,1104627,762.424128,-0.027,-0.036,C48 H57 N3 Na O4,48,57,0,3,1,4,0
762.552169,419.12,1377040,762.551459,-0.71,-0.931,C44 H76 N O9   ,44,76,0,1,0,9,0
762.56118,273.64,2771730,762.560842,-0.338,-0.443,C55 H72 N O    ,55,72,0,1,0,1,0
763.179808,279.03,29289374,763.18049,0.682,0.894,C58 H23 N2 O   ,58,23,0,2,0,1,0
763.440658,-1000.0,1166296,763.44041,-0.248,-0.325,C50 H59 N4 O S ,50,59,0,4,0,1,1
763.616445,368.38,1059840,763.616978,0.533,0.698,C49 H83 N2 O2 S,49,83,0,2,0,2,1
763.650042,-1000.0,1093639,763.649992,-0.05,-0.066,C53 H83 N2 O   ,53,83,0,2,0,1,0
764.174099,353.74,2346110,764.173333,-0.766,-1.002,C55 H23 N3 Na O,55,23,0,3,1,1,0
764.179297,252.28,14150783,764.17911,-0.187,-0.245,C54 H26 N3 O S ,54,26,0,3,0,1,1
764.577004,85.07,1510618,764.576492,-0.512,-0.669,C55 H74 N O    ,55,74,0,1,0,1,0
764.619048,177.61,2456803,764.618751,-0.297,-0.389,C49 H82 N O5   ,49,82,0,1,0,5,0
765.14554,-1000.0,1727835,765.146115,0.575,0.752,C56 H22 Na O3  ,56,22,0,0,1,3,0
765.159161,210.45,2747743,765.159754,0.594,0.776,C57 H21 N2 O2  ,57,21,0,2,0,2,0
765.169912,412.04,1723745,765.16965,-0.262,-0.342,C55 H25 O5     ,55,25,0,0,0,5,0
765.172266,319.3,1197410,765.173022,0.755,0.987,C52 H29 O5 S   ,52,29,0,0,0,5,1
765.17654,159.1,8908131,765.176861,0.321,0.419,C49 H25 N4 O6  ,49,25,0,4,0,6,0
765.179509,273.0,2993507,765.178895,-0.614,-0.802,C45 H33 O10 S  ,45,33,0,0,0,10,1
765.496733,439.01,1111468,765.496565,-0.168,-0.219,C50 H66 N2 Na O3,50,66,0,2,1,3,0
765.533758,167.19,1727924,765.53295,-0.808,-1.056,C51 H70 N2 Na O2,51,70,0,2,1,2,0
765.536319,136.84,1895861,765.537125,0.806,1.053,C53 H74 K O    ,53,74,1,0,0,1,0
765.60312,-1000.0,1155524,765.602767,-0.354,-0.462,C49 H81 O6     ,49,81,0,0,0,6,0
766.176085,193.69,4845128,766.176133,0.048,0.062,C53 H24 N3 O4  ,53,24,0,3,0,4,0
766.635071,-1000.0,1552050,766.634401,-0.67,-0.873,C49 H84 N O5   ,49,84,0,1,0,5,0
767.494379,420.27,2174840,767.494457,0.078,0.101,C50 H68 N2 Na O S,50,68,0,2,1,1,1
769.59773,-1000.0,1214819,769.597681,-0.048,-0.063,C48 H81 O7     ,48,81,0,0,0,7,0
770.237325,-1000.0,1143289,770.237807,0.482,0.626,C40 H40 N3 O11 S,40,40,0,3,0,11,1
770.490994,321.65,2961973,770.490751,-0.243,-0.315,C53 H65 N Na O2,53,65,0,1,1,2,0
771.489217,311.3,7353121,771.488406,-0.811,-1.051,C54 H63 N2 O2  ,54,63,0,2,0,2,0
771.577274,66.15,3322678,771.576946,-0.328,-0.426,C47 H79 O8     ,47,79,0,0,0,8,0
772.276562,-1000.0,1620956,772.275842,-0.72,-0.932,C50 H43 K N3 O S,50,43,1,3,0,1,1
773.345565,91.85,1897691,773.344778,-0.787,-1.017,C55 H49 O2 S   ,55,49,0,0,0,2,1
773.48398,327.32,5887229,773.484044,0.064,0.083,C49 H70 K N2 O S,49,70,1,2,0,1,1
773.534777,609.3,1242377,773.535081,0.304,0.393,C49 H73 O7     ,49,73,0,0,0,7,0
773.622603,-1000.0,1111326,773.623108,0.506,0.653,C55 H81 O2     ,55,81,0,0,0,2,0
774.554239,291.41,3257853,774.554414,0.175,0.226,C49 H73 N3 Na O3,49,73,0,3,1,3,0
774.565127,502.05,1406464,774.56431,-0.817,-1.055,C47 H77 N Na O6,47,77,0,1,1,6,0
774.56668,497.88,1525248,774.566716,0.036,0.046,C49 H76 N O6   ,49,76,0,1,0,6,0
774.569492,146.34,5158401,774.569822,0.33,0.426,C50 H77 K N3 O ,50,77,1,3,0,1,0
775.682009,-1000.0,1212173,775.682354,0.345,0.445,C50 H87 N4 O2  ,50,87,0,4,0,2,0
776.028153,-1000.0,1122145,776.028208,0.054,0.07,C45 H14 N O11 S,45,14,0,1,0,11,1
776.235051,399.21,1443731,776.235023,-0.029,-0.037,C56 H35 K N O  ,56,35,1,1,0,1,0
776.539974,99.92,1496029,776.540107,0.133,0.171,C55 H70 N O2   ,55,70,0,1,0,2,0
776.566697,542.71,1099748,776.56711,0.413,0.532,C45 H78 N O9   ,45,78,0,1,0,9,0
776.582629,378.88,1476583,776.582366,-0.264,-0.339,C49 H78 N O6   ,49,78,0,1,0,6,0
777.223995,433.7,1325187,777.224663,0.668,0.859,C58 H33 O S    ,58,33,0,0,0,1,1
777.229099,371.17,2986117,777.228503,-0.596,-0.767,C55 H29 N4 O2  ,55,29,0,4,0,2,0
777.231912,159.9,14121093,777.231874,-0.038,-0.049,C52 H33 N4 O2 S,52,33,0,4,0,2,1
777.485765,58.77,12449987,777.485331,-0.434,-0.558,C52 H66 Na O4  ,52,66,0,0,1,4,0
777.572584,448.76,1599704,777.571741,-0.843,-1.084,C55 H73 N2 O   ,55,73,0,2,0,1,0
778.225726,374.34,1186168,778.225521,-0.206,-0.264,C54 H33 K N3 O ,54,33,1,3,0,1,0
778.228576,344.84,2242936,778.228892,0.316,0.407,C51 H37 K N3 O S,51,37,1,3,0,1,1
778.231464,254.3,8075641,778.231242,-0.223,-0.286,C50 H33 N3 Na O5,50,33,0,3,1,5,0
778.48645,104.06,1882551,778.486357,-0.093,-0.119,C50 H68 N O4 S ,50,68,0,1,0,4,1
778.634536,496.92,1542619,778.634401,-0.135,-0.173,C50 H84 N O5   ,50,84,0,1,0,5,0
778.671554,-1000.0,1057252,778.670787,-0.767,-0.985,C51 H88 N O4   ,51,88,0,1,0,4,0
779.153641,457.85,1090139,779.153624,-0.018,-0.023,C53 H23 N4 O2 S,53,23,0,4,0,2,1
779.211503,297.22,2591337,779.21179,0.286,0.368,C59 H27 N2 O   ,59,27,0,2,0,1,0
779.22872,272.05,4586093,779.228897,0.177,0.227,C51 H31 N4 O5  ,51,31,0,4,0,5,0
779.582217,-1000.0,1960644,779.582031,-0.186,-0.239,C49 H79 O7     ,49,79,0,0,0,7,0
779.655156,422.37,1145558,779.654802,-0.354,-0.454,C51 H87 O5     ,51,87,0,0,0,5,0
780.651098,154.13,1305547,780.651017,-0.082,-0.104,C45 H91 N Na O5 S,45,91,0,1,1,5,1
781.168014,385.98,1075274,781.167671,-0.342,-0.438,C56 H26 K N2 O ,56,26,1,2,0,1,0
781.187581,374.36,2923599,781.187032,-0.549,-0.703,C53 H25 N4 O4  ,53,25,0,4,0,4,0
781.190501,196.12,16153680,781.191054,0.553,0.708,C58 H25 N2 O2  ,58,25,0,2,0,2,0
781.528696,414.76,1272995,781.527865,-0.831,-1.064,C51 H70 N2 Na O3,51,70,0,2,1,3,0
